gender,count,mean_aspect_ratio,mean_eye_ratio,mean_lower_face_ratio,std_aspect_ratio,std_eye_ratio,std_lower_face_ratio
male,20,1.2082968073147282,0.44480194967321324,0.49322537690064605,0.0304446680540863,0.009608145483120608,0.011391437219945367
female,19,1.1885694196173828,0.45074472876434896,0.4701627672494818,0.038135326350388125,0.012300720099554147,0.01418386392217382
